;Cuivre;DVarS;Chelateur
VAESTLR12016_v1_20878|ID:85468038|;0;0,85247827610646;0
VAESTLR12016_v1_12809|ID:85467026|metJ|;0;0,859026558266799;0
VAESTLR12016_v1_21228|ID:85468388|;0;0,841753012140567;0
VAESTLR12016_v1_20717|ID:85467877|galE|;0;0,826540583593675;0
VAESTLR12016_v1_30092|ID:85468520|ubiK|;0;0,831582979620799;0
VAESTLR12016_v1_20976|ID:85468136|;0;0,791178139525663;0
VAESTLR12016_v1_21172|ID:85468332|;0;0,810417628651335;0
VAESTLR12016_v1_10563|ID:85464780|hpt|;0;0,811591563706235;0
VAESTLR12016_v1_12173|ID:85466390|seqA|;0;0,806281516263642;0
VAESTLR12016_v1_11507|ID:85465724|fnr|;0;0,801273093508993;0
VAESTLR12016_v1_10730|ID:85464947|trmJ|;0;0,802871391747743;0
VAESTLR12016_v1_12346|ID:85466563|nusB|;0;1,31984469119577;0
VAESTLR12016_v1_12344|ID:85466561|pgpA|;0;1,32066603293047;0
VAESTLR12016_v1_20358|ID:85467518|;0;1,33159980180221;0
VAESTLR12016_v1_20010|ID:85467170|;0;1,34122347585717;0
VAESTLR12016_v1_11652|ID:85465869|;0;1,3983640671011;0
VAESTLR12016_v1_20235|ID:85467395|;0;1,40568145812349;0
VAESTLR12016_v1_12122|ID:85466339|;0;1,34992662234723;0
VAESTLR12016_v1_12767|ID:85466984|;0;1,35443922829537;0
VAESTLR12016_v1_11930|ID:85466147|;0;1,37634863122647;0
VAESTLR12016_v1_20081|ID:85467241|;0;1,36315324408294;0
VAESTLR12016_v1_21171|ID:85468331|;0;1,36442450380611;0
VAESTLR12016_v1_11069|ID:85465286|lapA|;0;1,2738524798243;0
VAESTLR12016_v1_10162|ID:85464379|glpE|;0;1,2757524528494;0
VAESTLR12016_v1_11468|ID:85465685|zapC|;0;1,25074159294638;0
VAESTLR12016_v1_11824|ID:85466041|uvrC|;0;1,24231928742837;0
VAESTLR12016_v1_20080|ID:85467240|;0;1,2344621077664;0
VAESTLR12016_v1_20211|ID:85467371|;0;1,23722854702342;0
VAESTLR12016_v1_12825|ID:85467042|dcuA|;0;1,23828978130264;0
VAESTLR12016_v1_12144|ID:85466361|;0;1,19401574490723;0
VAESTLR12016_v1_10934|ID:85465151|motY|;0;1,18723515656606;0
VAESTLR12016_v1_20227|ID:85467387|;0;1,18824617459249;0
VAESTLR12016_v1_12347|ID:85466564|ribE|;0;1,12805560281955;0
VAESTLR12016_v1_20731|ID:85467891|rpmI|;0;1,13050091378809;0
VAESTLR12016_v1_12813|ID:85467030|zapB|;0;1,13219381500581;0
VAESTLR12016_v1_20231|ID:85467391|;0;1,13368087491918;0
VAESTLR12016_v1_12257|ID:85466474|flaC|;0;1,14073461312644;0
VAESTLR12016_v1_12518|ID:85466735|zapE|;0;1,14536077865243;0
VAESTLR12016_v1_11467|ID:85465684|pyrD|;0;1,14901605433789;0
VAESTLR12016_v1_21103|ID:85468263|;0;1,15113425047141;0
VAESTLR12016_v1_20296|ID:85467456|;0;1,15402506490417;0
VAESTLR12016_v1_12218|ID:85466435|flaE|;0;1,1573932059458;0
VAESTLR12016_v1_12051|ID:85466268|;0;1,09824128804091;0
VAESTLR12016_v1_20761|ID:85467921|;0;1,10371010047281;0
VAESTLR12016_v1_21091|ID:85468251|;0;1,09041910161735;0
VAESTLR12016_v1_10007|ID:85464224|rsmJ|;0;1,09048274986848;0
VAESTLR12016_v1_12519|ID:85466736|yhcB|;0;1,0935124796179;0
VAESTLR12016_v1_11929|ID:85466146|;0;1,09462867832014;0
VAESTLR12016_v1_12597|ID:85466814|;0;1,0695559349134;0
VAESTLR12016_v1_11871|ID:85466088|;0;1,05732656210463;0
VAESTLR12016_v1_12549|ID:85466766|pdxJ|;0;1,05755373641746;0
VAESTLR12016_v1_12782|ID:85466999|frdD|;0;1,04435564643295;0
VAESTLR12016_v1_12457|ID:85466674|yaaA|;0;1,04510041936588;0
VAESTLR12016_v1_11825|ID:85466042|uvrY|;0;1,04854161479145;0
VAESTLR12016_v1_10226|ID:85464443|;0;1,04765086164934;0
VAESTLR12016_v1_10626|ID:85464843|nlpI|;0;1,04775402029701;0
VAESTLR12016_v1_20014|ID:85467174|;0;0,923804476806959;0
VAESTLR12016_v1_21104|ID:85468264|;0;0,928915299905284;0
VAESTLR12016_v1_11251|ID:85465468|hns|;0;0,93743495709822;0
VAESTLR12016_v1_11115|ID:85465332|yfbU|;0;0,939105225124208;0
VAESTLR12016_v1_20298|ID:85467458|;0;0,878218263806638;0
VAESTLR12016_v1_12232|ID:85466449|;0;0,893602669462629;0
VAESTLR12016_v1_11070|ID:85465287|lapB|;0;0,912151776474574;0
VAESTLR12016_v1_30100|ID:85468528|yihA|;0;0,902137827788864;0
VAESTLR12016_v1_12548|ID:85466765|acpS|;0;0,906722637314525;0
VAESTLR12016_v1_11185|ID:85465402|ybaM|;0;1,02129502810435;0
VAESTLR12016_v1_10702|ID:85464919|;0;1,02266945100047;0
VAESTLR12016_v1_20230|ID:85467390|;0;1,00171803487857;0
VAESTLR12016_v1_12781|ID:85466998|frdC|;0;1,00705655813936;0
VAESTLR12016_v1_20216|ID:85467376|;0;1,01188607109126;0
VAESTLR12016_v1_12251|ID:85466468|prs|;0;0,989355568832424;0
VAESTLR12016_v1_12546|ID:85466763|rlmD|;0;0,993012779437735;0
VAESTLR12016_v1_21059|ID:85468219|;0;0,975130491019363;0
VAESTLR12016_v1_20523|ID:85467683|;0;0,980226303398584;0
VAESTLR12016_v1_12275|ID:85466492|;0;0,984596455185058;0
VAESTLR12016_v1_12212|ID:85466429|;0;0,952672493366392;0
VAESTLR12016_v1_10168|ID:85464385|lexA|;0;0,953588522695716;0
VAESTLR12016_v1_12143|ID:85466360|fleN|;0;0,965548193082335;0
VAESTLR12016_v1_10846|ID:85465063|;0;0,969037167280316;0
VAESTLR12016_v1_12274|ID:85466491|;0;0,970225912257393;0
VAESTLR12016_v1_20730|ID:85467890|;0;0,971310128850433;0
VAESTLR12016_v1_20220|ID:85467380|;4,23519090549461;0;-6,02359598908837
VAESTLR12016_v1_20221|ID:85467381|;3,11046298567425;0;-3,68905317733765
VAESTLR12016_v1_12284|ID:85466501|copA|;2,88527023777716;0;-2,68958628489855
VAESTLR12016_v1_12285|ID:85466502|;2,99801792235295;0;-1,89525226138652
VAESTLR12016_v1_10467|ID:85464684|;4,95427818732192;0;-2,63364893394631
VAESTLR12016_v1_20217|ID:85467377|;4,11691353835789;0;0
VAESTLR12016_v1_20218|ID:85467378|cusA|;4,25255268813972;0;0
VAESTLR12016_v1_20219|ID:85467379|cusB|;4,36371321034443;0;0
VAESTLR12016_v1_10488|ID:85464705|;4,43285501395271;0;0
VAESTLR12016_v1_10489|ID:85464706|cusR|;5,25129893346499;0;0
VAESTLR12016_v1_10472|ID:85464689|copA|;4,70645987407617;0;0
VAESTLR12016_v1_10470|ID:85464687|;4,74127790038617;0;0
VAESTLR12016_v1_10469|ID:85464686|;4,95416909842163;0;0
VAESTLR12016_v1_10491|ID:85464708|;4,9845124540458;0;0
VAESTLR12016_v1_10484|ID:85464701|;8,45629078933762;0;0
VAESTLR12016_v1_10483|ID:85464700|;9,16567054605912;0;0
VAESTLR12016_v1_10482|ID:85464699|;9,19267053890299;0;0
VAESTLR12016_v1_10485|ID:85464702|cusA|;7,38931743227041;0;0
VAESTLR12016_v1_10486|ID:85464703|;7,46168362100806;0;0
VAESTLR12016_v1_10471|ID:85464688|;6,16174604905421;0;0
VAESTLR12016_v1_10473|ID:85464690|;6,31903187392051;0;0
VAESTLR12016_v1_10490|ID:85464707|;6,60394671374659;0;0
VAESTLR12016_v1_10487|ID:85464704|lamB|;6,64044777408381;0;0
