;15;22;34
VAESTLR12016_v1_11790|ID:85466007|;-0,511488805998925;0;0
VAESTLR12016_v1_30053|ID:85468481|;-0,517786005542798;0;0
VAESTLR12016_v1_10204|ID:85464421|;-0,517423656473176;0;0
VAESTLR12016_v1_10648|ID:85464865|rppH|;-0,519658997181935;0;0
VAESTLR12016_v1_10027|ID:85464244|;-0,587980567022624;0;0,224077841862685
VAESTLR12016_v1_10437|ID:85464654|endA|;-0,679114409860059;-0,484596480463698;0
VAESTLR12016_v1_10892|ID:85465109|cueR|;-0,670681542526343;-0,475518259894298;0
VAESTLR12016_v1_12871|ID:85467088|;-0,650883697706488;-0,508959682919439;0
VAESTLR12016_v1_20966|ID:85468126|;-0,63807693932976;-0,503618967508778;0
VAESTLR12016_v1_10096|ID:85464313|ilvG|;-0,626925083387877;-0,449605830484801;0
VAESTLR12016_v1_10456|ID:85464673|tnsC|;-0,712864550328761;-0,408968318838387;0
VAESTLR12016_v1_11171|ID:85465388|;-0,675397787581041;-0,416377304947994;0
VAESTLR12016_v1_10650|ID:85464867|;-0,836838328678296;-0,432736587776801;0
VAESTLR12016_v1_11774|ID:85465991|;-0,802467631641394;-0,443971811128131;0
VAESTLR12016_v1_12060|ID:85466277|menH|;-0,844988496931645;-0,370621327795804;0
VAESTLR12016_v1_20801|ID:85467961|;-0,783111823490132;-0,518545116643093;0
VAESTLR12016_v1_10354|ID:85464571|;-0,733323347514043;-0,479655933833554;0
VAESTLR12016_v1_10385|ID:85464602|yhdE|;-0,606697190023379;-0,383246674998853;0
VAESTLR12016_v1_10064|ID:85464281|parB|;-0,59952300721214;-0,381901385442385;0
VAESTLR12016_v1_10277|ID:85464494|;-0,607168378404472;-0,416084044767328;0
VAESTLR12016_v1_11203|ID:85465420|tolQ|;-0,575980181866527;-0,434672009076002;0
VAESTLR12016_v1_12810|ID:85467027|metB|;-0,579863994702943;-0,410683586087465;0
VAESTLR12016_v1_30108|ID:85468536|ubiJ|;-0,549709512951458;-0,362952613583381;0
VAESTLR12016_v1_11098|ID:85465315|;-0,551865415879196;-0,33011376560897;0
VAESTLR12016_v1_10170|ID:85464387|dinF|;-0,602363879422618;-0,33788541310159;0
VAESTLR12016_v1_12335|ID:85466552|cdsA|;-0,483856636227627;-0,346301801787028;0
VAESTLR12016_v1_12566|ID:85466783|ubiH|;-0,463381846987509;-0,331507715521726;0
VAESTLR12016_v1_12656|ID:85466873|lptC|;-0,496240856103502;-0,298028197345558;0
VAESTLR12016_v1_10597|ID:85464814|;-0,459550127409383;0;0
VAESTLR12016_v1_12671|ID:85466888|ubiX|;-0,459385518998382;0;0
VAESTLR12016_v1_20997|ID:85468157|;-0,458645409542603;0;0
VAESTLR12016_v1_20254|ID:85467414|;-0,457647838379117;0;0
VAESTLR12016_v1_21076|ID:85468236|;-0,456385067728418;0;0
VAESTLR12016_v1_20298|ID:85467458|;-0,455534267839719;0;0
VAESTLR12016_v1_10018|ID:85464235|crcB|;-0,454610289246985;0;0
VAESTLR12016_v1_10232|ID:85464449|recG|;-0,46924835621936;0;0
VAESTLR12016_v1_10846|ID:85465063|;-0,467164162493136;0;0
VAESTLR12016_v1_11958|ID:85466175|;-0,464651116843394;0;0
VAESTLR12016_v1_12213|ID:85466430|fliD|;-0,461312378310858;0;0
VAESTLR12016_v1_10006|ID:85464223|bioP|;-0,476649630078529;0;0
VAESTLR12016_v1_21057|ID:85468217|;-0,476249010644685;0;0
VAESTLR12016_v1_11539|ID:85465756|afuC|;-0,477414119969261;0;0
VAESTLR12016_v1_11457|ID:85465674|;-0,472321913577782;0;0
VAESTLR12016_v1_21090|ID:85468250|;-0,486513619835738;0;0
VAESTLR12016_v1_10647|ID:85464864|mutH|;-0,482286873832225;0;0
VAESTLR12016_v1_12879|ID:85467096|;-0,448012766594164;0;0
VAESTLR12016_v1_30071|ID:85468499|;-0,447771074818494;0;0
VAESTLR12016_v1_20986|ID:85468146|;-0,4473070085727;0;0
VAESTLR12016_v1_10764|ID:85464981|;-0,446664590913007;0;0
VAESTLR12016_v1_10507|ID:85464724|ftsB|;-0,44477445601244;0;0
VAESTLR12016_v1_11223|ID:85465440|;-0,452402946603952;0;0
VAESTLR12016_v1_11796|ID:85466013|;-0,452039520299857;0;0
VAESTLR12016_v1_11781|ID:85465998|;-0,44963337057033;0;0
VAESTLR12016_v1_12922|ID:85467139|;-0,432934808859556;0;0
VAESTLR12016_v1_12424|ID:85466641|;-0,43230768064484;0;0
VAESTLR12016_v1_10236|ID:85464453|gmk|;-0,435886172152597;0;0
VAESTLR12016_v1_12113|ID:85466330|;-0,440374782474977;0;0
VAESTLR12016_v1_10434|ID:85464651|yqgE|;-0,439483000532163;0;0
VAESTLR12016_v1_12823|ID:85467040|;-0,41718024456673;0;0
VAESTLR12016_v1_10459|ID:85464676|;-0,41654969591386;0;0
VAESTLR12016_v1_10407|ID:85464624|yjjP|;-0,414003677275215;0;0
VAESTLR12016_v1_12692|ID:85466909|;-0,421133715106401;0;0
VAESTLR12016_v1_21172|ID:85468332|;-0,419310857853248;0;0
VAESTLR12016_v1_20946|ID:85468106|;-0,427977237479936;0;0
VAESTLR12016_v1_11801|ID:85466018|;-0,427871279936675;0;0
VAESTLR12016_v1_11683|ID:85465900|glpR|;-0,426637575637031;0;0
VAESTLR12016_v1_20212|ID:85467372|yddG|;-0,42536250784935;0;0
VAESTLR12016_v1_10257|ID:85464474|murB|;-0,404774854896502;0;0
VAESTLR12016_v1_10717|ID:85464934|phoU|;-0,404567811104226;0;0
VAESTLR12016_v1_20431|ID:85467591|;-0,403980450220619;0;0
VAESTLR12016_v1_21228|ID:85468388|;-0,403510429616481;0;0
VAESTLR12016_v1_12901|ID:85467118|;-0,402711369254776;0;0
VAESTLR12016_v1_10026|ID:85464243|;-0,408244573714232;0;0
VAESTLR12016_v1_12747|ID:85466964|pabA|;-0,40711070412899;0;0
VAESTLR12016_v1_11401|ID:85465618|;-0,39808674840476;0;0
VAESTLR12016_v1_10863|ID:85465080|lipB|;-0,379488946544008;0;0
VAESTLR12016_v1_21255|ID:85468415|;-0,379460525090435;0;0
VAESTLR12016_v1_11827|ID:85466044|;-0,380911644143532;0;0
VAESTLR12016_v1_11920|ID:85466137|;-0,376187033633314;0;0
VAESTLR12016_v1_20008|ID:85467168|moeB|;-0,375830909852101;0;0
VAESTLR12016_v1_20174|ID:85467334|;-0,37133402790363;0;0
VAESTLR12016_v1_11337|ID:85465554|;-0,370998715951852;0;0
VAESTLR12016_v1_10409|ID:85464626|folA|;-0,386247220306764;0;0
VAESTLR12016_v1_11254|ID:85465471|hisD|;-0,386239392142379;0;0
VAESTLR12016_v1_20840|ID:85468000|;-0,385657616242381;0;0
VAESTLR12016_v1_10053|ID:85464270|;-0,385132252258479;0;0
VAESTLR12016_v1_11785|ID:85466002|;-0,392432249305781;0;0
VAESTLR12016_v1_20762|ID:85467922|;-0,389906138798612;0;0
VAESTLR12016_v1_10182|ID:85464399|;-0,305577970672141;0;0
VAESTLR12016_v1_10178|ID:85464395|;-0,30468570345958;0;0
VAESTLR12016_v1_20783|ID:85467943|;-0,301162583384063;0;0
VAESTLR12016_v1_11255|ID:85465472|hisC|;-0,296383638580028;0;0
VAESTLR12016_v1_10202|ID:85464419|dtd|;-0,295288344962451;0;0
VAESTLR12016_v1_10546|ID:85464763|zapD|;-0,314550041181483;0;0
VAESTLR12016_v1_10902|ID:85465119|yfcE|;-0,309557340072208;0;0
VAESTLR12016_v1_11056|ID:85465273|dctD|;-0,290361756410356;0;0
VAESTLR12016_v1_12071|ID:85466288|mlc|;-0,286691466663237;0;0
VAESTLR12016_v1_11624|ID:85465841|tyrR|;-0,281856877062463;0;0
VAESTLR12016_v1_30021|ID:85468449|kdkA|;-0,274407402034713;0;0
VAESTLR12016_v1_12210|ID:85466427|fleQ|;-0,271764658359161;0;0
VAESTLR12016_v1_10046|ID:85464263|yigZ|;-0,337939522986669;0;0
VAESTLR12016_v1_20328|ID:85467488|ldtC|;-0,336164253000865;0;0
VAESTLR12016_v1_21106|ID:85468266|;-0,343409789870574;0;0
VAESTLR12016_v1_10822|ID:85465039|;-0,329232114512729;0;0
VAESTLR12016_v1_11813|ID:85466030|tpm|;-0,328076004760795;0;0
VAESTLR12016_v1_11591|ID:85465808|;-0,331897027609995;0;0
VAESTLR12016_v1_11007|ID:85465224|dnaX|;-0,362351274506946;0;0
VAESTLR12016_v1_10627|ID:85464844|;-0,358075611055469;0;0
VAESTLR12016_v1_12676|ID:85466893|ytfP|;-0,351017721869929;0;0
VAESTLR12016_v1_11373|ID:85465590|;-0,348257175631049;0;0
VAESTLR12016_v1_12658|ID:85466875|lptB|;-0,242171925978129;0;0
VAESTLR12016_v1_10165|ID:85464382|ubiC|;-0,236275300061952;0;0
VAESTLR12016_v1_12350|ID:85466567|ribD|;-0,255754380454065;0;0
VAESTLR12016_v1_10281|ID:85464498|rsgA|;-0,218666496747099;0;0
VAESTLR12016_v1_10886|ID:85465103|cysZ|;-0,214862271851827;0;0
VAESTLR12016_v1_12492|ID:85466709|lpxC|;-0,513734914545288;-0,237756588631333;-0,401914136982469
VAESTLR12016_v1_12143|ID:85466360|fleN|;-0,415109093932089;-0,236957380303997;-0,364224473033245
VAESTLR12016_v1_10209|ID:85464426|epsC|;-0,299246550760006;-0,227075826597935;-0,259845677961629
VAESTLR12016_v1_12209|ID:85466426|fleS|;-0,361691704082309;0;-0,305218441074211
VAESTLR12016_v1_20735|ID:85467895|;-0,258425501241969;0;-0,331587932301419
VAESTLR12016_v1_20014|ID:85467174|;-0,361013812728677;0;-0,482094058057663
VAESTLR12016_v1_20832|ID:85467992|;-0,475073316553294;0;-0,266933700390293
VAESTLR12016_v1_10219|ID:85464436|epsM|;0;-0,593890834721118;0
VAESTLR12016_v1_10080|ID:85464297|recF|;0;-0,593601540962596;0
VAESTLR12016_v1_11751|ID:85465968|;0;-0,595618033497083;0
VAESTLR12016_v1_11190|ID:85465407|;0;-0,591665609305875;0
VAESTLR12016_v1_20661|ID:85467821|;0;-0,6009001497745;0
VAESTLR12016_v1_11363|ID:85465580|pmrA|;0;-0,600624359021998;0
VAESTLR12016_v1_10889|ID:85465106|ligA|;0;-0,598610223777906;0
VAESTLR12016_v1_12756|ID:85466973|aroK|;0;-0,612690069857608;0
VAESTLR12016_v1_10092|ID:85464309|ilvA|;0;-0,610794048828927;0
VAESTLR12016_v1_10426|ID:85464643|;0;-0,606555192332785;0
VAESTLR12016_v1_12497|ID:85466714|murG|;0;-0,605658914034373;0
VAESTLR12016_v1_12400|ID:85466617|;0;-0,58363257658617;0
VAESTLR12016_v1_11167|ID:85465384|;0;-0,582927851276087;0
VAESTLR12016_v1_10050|ID:85464267|ydhB|;0;-0,582339132771716;0
VAESTLR12016_v1_10217|ID:85464434|epsK|;0;-0,581908539079397;0
VAESTLR12016_v1_20270|ID:85467430|malS|;0;-0,580586577046522;0
VAESTLR12016_v1_11247|ID:85465464|hflD|;0;-0,586867112910411;0
VAESTLR12016_v1_10634|ID:85464851|;0;-0,578157929084525;0
VAESTLR12016_v1_11996|ID:85466213|;0;-0,576127486920158;0
VAESTLR12016_v1_12502|ID:85466719|murE|;0;-0,568481154257041;0
VAESTLR12016_v1_10120|ID:85464337|purK|;0;-0,566036462881564;0
VAESTLR12016_v1_12930|ID:85467147|;0;-0,56296160983301;0
VAESTLR12016_v1_11372|ID:85465589|;0;-0,559931022228367;0
VAESTLR12016_v1_20251|ID:85467411|;0;-0,557246805005776;0
VAESTLR12016_v1_11797|ID:85466014|;0;-0,555922325835577;0
VAESTLR12016_v1_20050|ID:85467210|secD|;0;-0,553661603790551;0
VAESTLR12016_v1_12523|ID:85466740|parE|;0;-0,549872315823137;0
VAESTLR12016_v1_11040|ID:85465257|;0;-0,523452441604901;0
VAESTLR12016_v1_12883|ID:85467100|;0;-0,523441683571841;0
VAESTLR12016_v1_11260|ID:85465477|hisI|;0;-0,521021540873779;0
VAESTLR12016_v1_20218|ID:85467378|cusA|;0;-0,528629037638392;0
VAESTLR12016_v1_10568|ID:85464785|yadH|;0;-0,526599693580898;0
VAESTLR12016_v1_12336|ID:85466553|ispU|;0;-0,513475652022972;0
VAESTLR12016_v1_20495|ID:85467655|;0;-0,512148478799892;0
VAESTLR12016_v1_11470|ID:85465687|;0;-0,50894408860477;0
VAESTLR12016_v1_20593|ID:85467753|;0;-0,542297253819226;0
VAESTLR12016_v1_10736|ID:85464953|hscA|;0;-0,540640419720464;0
VAESTLR12016_v1_12522|ID:85466739|parC|;0;-0,536868654204318;0
VAESTLR12016_v1_11471|ID:85465688|uup|;0;-0,534146978414989;0
VAESTLR12016_v1_10864|ID:85465081|ybeD|;0;-0,493796953518348;0
VAESTLR12016_v1_11395|ID:85465612|;0;-0,493187572426133;0
VAESTLR12016_v1_21049|ID:85468209|;0;-0,496788345728736;0
VAESTLR12016_v1_12877|ID:85467094|yjaG|;0;-0,502688806512383;0
VAESTLR12016_v1_20038|ID:85467198|;0;-0,500345551266938;0
VAESTLR12016_v1_10536|ID:85464753|;0;-0,467028408837055;0
VAESTLR12016_v1_12244|ID:85466461|;0;-0,465797516898028;0
VAESTLR12016_v1_12222|ID:85466439|;0;-0,463974029694984;0
VAESTLR12016_v1_10008|ID:85464225|asnC|;0;-0,470937557713329;0
VAESTLR12016_v1_12381|ID:85466598|;0;-0,469121632151495;0
VAESTLR12016_v1_11589|ID:85465806|hrpA|;0;-0,476088968396051;0
VAESTLR12016_v1_12734|ID:85466951|yheS|;0;-0,474073823515625;0
VAESTLR12016_v1_12009|ID:85466226|;0;-0,452120767042659;0
VAESTLR12016_v1_10210|ID:85464427|gspD|;0;-0,451460629035974;0
VAESTLR12016_v1_11253|ID:85465470|hisG|;0;-0,449596644941606;0
VAESTLR12016_v1_12483|ID:85466700|yadS|;0;-0,444089655941982;0
VAESTLR12016_v1_11783|ID:85466000|;0;-0,441321138778069;0
VAESTLR12016_v1_12775|ID:85466992|gpsA|;0;-0,433593409456384;0
VAESTLR12016_v1_12238|ID:85466455|;0;-0,429585670446702;0
VAESTLR12016_v1_12349|ID:85466566|ribE|;0;-0,41821062595025;0
VAESTLR12016_v1_10310|ID:85464527|alr|;0;-0,414423759121232;0
VAESTLR12016_v1_12655|ID:85466872|kdsC|;0;-0,405261997821678;0
VAESTLR12016_v1_12332|ID:85466549|bamA|;0;-0,402647347834041;0
VAESTLR12016_v1_12742|ID:85466959|astD|;0;-0,398408504753901;0
VAESTLR12016_v1_12645|ID:85466862|murA|;0;-0,390783699899168;0
VAESTLR12016_v1_30073|ID:85468501|;0;-0,339015618450029;0
VAESTLR12016_v1_11104|ID:85465321|lolE|;0;-0,338933526844516;0
VAESTLR12016_v1_10577|ID:85464794|mrcB|;0;-0,336601090090358;0
VAESTLR12016_v1_10160|ID:85464377|;0;-0,336515819413463;0
VAESTLR12016_v1_12132|ID:85466349|ccmB|;0;-0,347356489573009;0
VAESTLR12016_v1_10920|ID:85465137|nagA|;0;-0,344220706855651;0
VAESTLR12016_v1_10393|ID:85464610|;0;-0,324660140930761;0
VAESTLR12016_v1_30088|ID:85468516|rep|;0;-0,37193058247709;0
VAESTLR12016_v1_12629|ID:85466846|;0;-0,366984918740769;0
VAESTLR12016_v1_10309|ID:85464526|dnaB|;0;-0,358252104700093;0
VAESTLR12016_v1_30107|ID:85468535|ubiB|;0;-0,30011867999814;0
VAESTLR12016_v1_12882|ID:85467099|capD|;0;-0,300115922432898;0
VAESTLR12016_v1_12446|ID:85466663|radA|;0;-0,301154535649519;0
VAESTLR12016_v1_11784|ID:85466001|;0;-0,298448338551542;0
VAESTLR12016_v1_30023|ID:85468451|opsX|;0;-0,288143646641709;0
