;Cuivre;DVarS;Chelateur
VAESTLR12016_v1_10097|ID:85464314|yifB|;-0,772177211432174;0;0
VAESTLR12016_v1_12020|ID:85466237|;-0,778719817803649;0;0
VAESTLR12016_v1_10581|ID:85464798|;-0,777360939507759;0;0
VAESTLR12016_v1_11261|ID:85465478|rluE|;-0,756716208026842;0;0
VAESTLR12016_v1_10294|ID:85464511|;-0,748657544345244;0;0
VAESTLR12016_v1_12451|ID:85466668|deoB|;-0,879718981098541;0;0
VAESTLR12016_v1_20599|ID:85467759|;-0,831896607735769;0;0
VAESTLR12016_v1_12460|ID:85466677|;-0,634257303633404;0;0
VAESTLR12016_v1_11223|ID:85465440|;-0,633413992017961;0;0
VAESTLR12016_v1_12715|ID:85466932|rplP|;-0,636443849806222;0;0
VAESTLR12016_v1_20467|ID:85467627|lacZ|;-0,641535233005454;0;0
VAESTLR12016_v1_12716|ID:85466933|rpsC|;-0,656568284366472;0;0
VAESTLR12016_v1_10306|ID:85464523|rpsR|;-0,652171952768251;0;0
VAESTLR12016_v1_12719|ID:85466936|rplB|;-0,695563089026222;0;0
VAESTLR12016_v1_12736|ID:85466953|yheT|;-0,596478967593537;0;0
VAESTLR12016_v1_10305|ID:85464522|priB|;-0,590832701352136;0;0
VAESTLR12016_v1_12288|ID:85466505|;-1,44800089970878;0;0
VAESTLR12016_v1_20232|ID:85467392|;-1,42829539205344;0;0
VAESTLR12016_v1_11615|ID:85465832|;-1,37505429674672;0;0
VAESTLR12016_v1_11767|ID:85465984|;-1,24926973141386;0;0
VAESTLR12016_v1_20591|ID:85467751|;-1,02025061389444;0;0
VAESTLR12016_v1_12042|ID:85466259|;-0,992917009756845;0;0
VAESTLR12016_v1_11768|ID:85465985|;-1,05366435272596;0;0
VAESTLR12016_v1_20233|ID:85467393|;-1,85995446720963;0;0
VAESTLR12016_v1_20234|ID:85467394|;-1,85024104911847;0;0
VAESTLR12016_v1_10629|ID:85464846|yhbU|;-1,72816608126051;0;0
VAESTLR12016_v1_10777|ID:85464994|;-1,62707186300164;0;0
VAESTLR12016_v1_20551|ID:85467711|pepT|;-1,54078707345201;0;0
VAESTLR12016_v1_21226|ID:85468386|alx|;-2,3438600338083;0;0
VAESTLR12016_v1_20442|ID:85467602|cheD|;-1,20527449255005;-2,7443366687609;0
VAESTLR12016_v1_21140|ID:85468300|glgC|;-1,25632183568041;-2,66306947455169;0
VAESTLR12016_v1_20448|ID:85467608|cheY|;-0,998957573182295;-2,77021832347293;0
VAESTLR12016_v1_20439|ID:85467599|;-1,08218915443267;-2,60297542592143;0
VAESTLR12016_v1_20444|ID:85467604|;-1,2516541421249;-2,97128443888075;0
VAESTLR12016_v1_20443|ID:85467603|cheR|;-1,17394677021509;-2,8670652911844;0
VAESTLR12016_v1_12440|ID:85466657|;-1,90535738385551;-2,8329091292037;0
VAESTLR12016_v1_12748|ID:85466965|;-1,77166603147892;-2,8100071011422;0
VAESTLR12016_v1_12439|ID:85466656|;-1,69230211429031;-3,10457996112329;0
VAESTLR12016_v1_12425|ID:85466642|;-1,51277197469469;-2,38683467423427;0
VAESTLR12016_v1_12438|ID:85466655|;-1,32702717105775;-2,33290325531577;0
VAESTLR12016_v1_21137|ID:85468297|;-1,4829592376703;-2,10637454530095;0
VAESTLR12016_v1_20440|ID:85467600|;-1,11599050141833;-2,47267299187577;0
VAESTLR12016_v1_20438|ID:85467598|;-1,16080796643381;-2,36979504915652;0
VAESTLR12016_v1_20441|ID:85467601|cheB|;-1,25576768947339;-2,52868183887745;0
VAESTLR12016_v1_11342|ID:85465559|;-1,16465033548219;-2,00392516524861;0
VAESTLR12016_v1_20141|ID:85467301|;-1,08479953597577;-2,04252306110305;0
VAESTLR12016_v1_11352|ID:85465569|;-1,81192347230906;-2,17934833970516;0
VAESTLR12016_v1_20127|ID:85467287|prtV|;-1,71290624569551;-1,92613825498573;0
VAESTLR12016_v1_21133|ID:85468293|gcvP|;-2,014217550273;-1,76786012573903;0
VAESTLR12016_v1_21135|ID:85468295|glyA|;-2,12793833864307;-1,63148744584901;0
VAESTLR12016_v1_11350|ID:85465567|;-2,46679101431986;-2,41918131913806;0
VAESTLR12016_v1_11351|ID:85465568|;-2,16829436998846;-2,32864581766236;0
VAESTLR12016_v1_20508|ID:85467668|;0;-2,43470680825122;0
VAESTLR12016_v1_11127|ID:85465344|hisM|;0;-2,43449009315871;0
VAESTLR12016_v1_11568|ID:85465785|;0;-2,44266581930131;0
VAESTLR12016_v1_20509|ID:85467669|;0;-2,4205915204876;0
VAESTLR12016_v1_20267|ID:85467427|;0;-2,42001872210571;0
VAESTLR12016_v1_20566|ID:85467726|tnpA|;0;-2,42435115877166;0
VAESTLR12016_v1_11411|ID:85465628|mglC|;0;-2,39227062557485;0
VAESTLR12016_v1_11566|ID:85465783|maiA|;0;-2,53587159201401;0
VAESTLR12016_v1_30083|ID:85468511|;0;-2,53341391170588;0
VAESTLR12016_v1_11853|ID:85466070|;0;-2,51868251086856;0
VAESTLR12016_v1_11567|ID:85465784|;0;-2,51449766380722;0
VAESTLR12016_v1_11854|ID:85466071|;0;-2,35198684979754;0
VAESTLR12016_v1_20223|ID:85467383|;0;-2,34980045880809;0
VAESTLR12016_v1_11003|ID:85465220|;0;-2,33926441986182;0
VAESTLR12016_v1_11409|ID:85465626|mglB|;0;-2,32547094658068;0
VAESTLR12016_v1_10664|ID:85464881|;0;-2,31350386689915;0
VAESTLR12016_v1_10754|ID:85464971|;0;-2,27547742802607;0
VAESTLR12016_v1_11392|ID:85465609|;0;-2,18210120904856;0
VAESTLR12016_v1_12740|ID:85466957|;0;-2,14913536219725;0
VAESTLR12016_v1_30084|ID:85468512|;0;-2,67957937917165;0
VAESTLR12016_v1_20447|ID:85467607|cheA|;0;-2,66344185563596;0
VAESTLR12016_v1_20473|ID:85467633|;0;-2,69881908724494;0
VAESTLR12016_v1_20449|ID:85467609|;0;-2,62547662323663;0
VAESTLR12016_v1_20445|ID:85467605|cheW|;0;-2,76813025801214;0
VAESTLR12016_v1_20446|ID:85467606|cheW|;0;-2,76473304003005;0
VAESTLR12016_v1_11410|ID:85465627|mglA|;0;-2,85237202484908;0
VAESTLR12016_v1_10390|ID:85464607|arcA|;0;-3,0047282432376;0
VAESTLR12016_v1_12838|ID:85467055|;0;-3,88280762327143;0
VAESTLR12016_v1_12837|ID:85467054|;0;-3,85846862680826;0
VAESTLR12016_v1_12839|ID:85467056|;0;-4,13767752974282;0
VAESTLR12016_v1_10819|ID:85465036|;0;-3,27247529941996;-1,05497956828924
VAESTLR12016_v1_11526|ID:85465743|;0;0;-1,76010591351842
VAESTLR12016_v1_11527|ID:85465744|;0;0;-1,72524674577907
VAESTLR12016_v1_11543|ID:85465760|;0;0;-1,64128317759355
VAESTLR12016_v1_11522|ID:85465739|;0;0;-1,58815595043184
VAESTLR12016_v1_11523|ID:85465740|fdhB|;0;0;-1,43597075762851
VAESTLR12016_v1_11524|ID:85465741|;0;0;-1,408544574242
VAESTLR12016_v1_11521|ID:85465738|;0;0;-1,15001060661906
VAESTLR12016_v1_11520|ID:85465737|;0;0;-1,06843584057979
VAESTLR12016_v1_11525|ID:85465742|;0;-1,05561485725036;-1,66595511154648
VAESTLR12016_v1_10917|ID:85465134|asnB|;0;0;-3,43161677952472
VAESTLR12016_v1_40010|ID:85468550|;0;5,89397715342674;0
VAESTLR12016_v1_20498|ID:85467658|;0;4,45453632061197;0
VAESTLR12016_v1_20499|ID:85467659|;0;4,77281968948948;0
VAESTLR12016_v1_12830|ID:85467047|pyrB|;2,55988638418542;5,01222954344258;0
VAESTLR12016_v1_12831|ID:85467048|pyrI|;2,61013954449705;5,07839971807183;0
VAESTLR12016_v1_12486|ID:85466703|carB|;0,91540134197762;3,17878137209728;0
VAESTLR12016_v1_12487|ID:85466704|carA|;1,12374459163937;3,27932846892446;0
VAESTLR12016_v1_12642|ID:85466859|pyrI|;2,02889377608934;3,34420242005486;0
VAESTLR12016_v1_12641|ID:85466858|pyrB|;2,28404525273623;3,59849894853294;0
VAESTLR12016_v1_12895|ID:85467112|;0;0;0,876428296010449
VAESTLR12016_v1_20958|ID:85468118|;0;0;0,905240403660668
VAESTLR12016_v1_11937|ID:85466154|bioA|;0;0;2,36906340505274
VAESTLR12016_v1_11647|ID:85465864|;0;0;1,62560350854648
VAESTLR12016_v1_20290|ID:85467450|;0;0;1,71912253772745
VAESTLR12016_v1_20402|ID:85467562|;1,71803985522245;0;1,76334131056004
VAESTLR12016_v1_11648|ID:85465865|;1,32940255768438;0;1,88966261786885
VAESTLR12016_v1_11649|ID:85465866|;1,46299997985287;0;2,23029953234011
VAESTLR12016_v1_20020|ID:85467180|yceI|;1,43218821208222;-1,00768543900488;0
VAESTLR12016_v1_20657|ID:85467817|;1,76041711953944;0;0
VAESTLR12016_v1_11950|ID:85466167|yqjG|;1,96802613581452;0;0
VAESTLR12016_v1_10474|ID:85464691|;2,16352719411032;0;0
VAESTLR12016_v1_10984|ID:85465201|zntA|;1,29953889516936;0,859301949827953;0
VAESTLR12016_v1_20769|ID:85467929|;0,588140572626521;0,641091189235937;0
VAESTLR12016_v1_21029|ID:85468189|;0,725436565542653;0,865635387517842;0
VAESTLR12016_v1_20762|ID:85467922|;0,706778729547773;0,655681663286756;0
VAESTLR12016_v1_20918|ID:85468078|;0,7836297346061;0,732899080441458;0
VAESTLR12016_v1_12295|ID:85466512|fadE|;0,964106103435246;0;0
VAESTLR12016_v1_11080|ID:85465297|;0,99563418491093;0;0
VAESTLR12016_v1_10465|ID:85464682|;1,00454703615599;0;0
VAESTLR12016_v1_11227|ID:85465444|fadE|;1,0698031620457;0;0
VAESTLR12016_v1_20610|ID:85467770|;1,09018219448912;0;0
VAESTLR12016_v1_20005|ID:85467165|msrAB|;1,10229129340148;0;0
VAESTLR12016_v1_10758|ID:85464975|;1,16999223264073;0;0
VAESTLR12016_v1_11590|ID:85465807|azoR|;1,24514976609523;0;0
VAESTLR12016_v1_11415|ID:85465632|;1,26106723967511;0;0
VAESTLR12016_v1_10475|ID:85464692|;1,42969172242688;0;0
VAESTLR12016_v1_20611|ID:85467771|curA|;1,32843030192922;0;0
VAESTLR12016_v1_10812|ID:85465029|;1,37225527047492;0;0
VAESTLR12016_v1_20986|ID:85468146|;0,617404555154618;0;0
VAESTLR12016_v1_21049|ID:85468209|;0,642540417357003;0;0
VAESTLR12016_v1_12330|ID:85466547|lpxD|;0,571157850392222;0;0
VAESTLR12016_v1_11938|ID:85466155|serS|;0,571780802126405;0;0
VAESTLR12016_v1_10567|ID:85464784|yadG|;0,594903280688311;0;0
VAESTLR12016_v1_20775|ID:85467935|;0,587952238404775;0;0
VAESTLR12016_v1_12870|ID:85467087|;0,588108582280982;0;0
VAESTLR12016_v1_20954|ID:85468114|;0,752724277031918;0;0
VAESTLR12016_v1_10354|ID:85464571|;0,774566858073444;0;0
VAESTLR12016_v1_10669|ID:85464886|nagZ|;0,784396547133803;0;0
VAESTLR12016_v1_20021|ID:85467181|yceJ|;0,689302057194212;0;0
VAESTLR12016_v1_11245|ID:85465462|serC|;0,727493391128955;0;0
VAESTLR12016_v1_11228|ID:85465445|fabV|;0,706750982496766;0;0
VAESTLR12016_v1_11384|ID:85465601|;0,711321411359561;0;0
VAESTLR12016_v1_11795|ID:85466012|;0,711485005000157;0;0
VAESTLR12016_v1_20853|ID:85468013|;0,832474370884973;0;0
VAESTLR12016_v1_12102|ID:85466319|ychE|;0,90119657451554;0;0
VAESTLR12016_v1_11064|ID:85465281|;0,892133825603933;0;0
VAESTLR12016_v1_10400|ID:85464617|mdh|;0,886903486933806;0;0
VAESTLR12016_v1_21019|ID:85468179|;0,888469128904802;0;0
VAESTLR12016_v1_10049|ID:85464266|fadA|;0,888817004389565;0;0
VAESTLR12016_v1_10048|ID:85464265|fadB|;0,882886245769845;0;0
VAESTLR12016_v1_20852|ID:85468012|;0,875600390162726;0;0
VAESTLR12016_v1_11870|ID:85466087|;0,874256556465577;0;0
VAESTLR12016_v1_20921|ID:85468081|;0,874791883011356;0;0
VAESTLR12016_v1_10335|ID:85464552|;0,856817886756923;0;0
VAESTLR12016_v1_20920|ID:85468080|;0,864467141211867;0;0
VAESTLR12016_v1_20788|ID:85467948|;0,869238403818384;0;0
VAESTLR12016_v1_20875|ID:85468035|;0,868032708649363;0;0
VAESTLR12016_v1_20876|ID:85468036|;0,868556005246112;0;0
VAESTLR12016_v1_20363|ID:85467523|;0;2,78713634310054;0
VAESTLR12016_v1_12049|ID:85466266|;0;2,94076912327325;0
VAESTLR12016_v1_20558|ID:85467718|;0;2,25806091558344;0
VAESTLR12016_v1_12690|ID:85466907|;0;2,32665243633504;0
VAESTLR12016_v1_11886|ID:85466103|;0;2,37363072396017;0
VAESTLR12016_v1_11887|ID:85466104|;0;2,51589209011546;0
VAESTLR12016_v1_10451|ID:85464668|srlR|;0;2,61419853468999;0
VAESTLR12016_v1_20360|ID:85467520|;0;2,63207840746364;0
VAESTLR12016_v1_12063|ID:85466280|alaA|;1,31409007302975;1,96694283886107;0
VAESTLR12016_v1_11071|ID:85465288|pyrF|;0,971392636949118;1,22094983972392;0
VAESTLR12016_v1_20596|ID:85467756|;1,04498305567174;1,58008707874261;0
VAESTLR12016_v1_10481|ID:85464698|;0;1,94211311697827;0
VAESTLR12016_v1_40018|ID:85468558|cysJ|;0;1,94925277362525;0
VAESTLR12016_v1_20359|ID:85467519|;0;2,01113223714553;0
VAESTLR12016_v1_20547|ID:85467707|pyrC|;0;2,04410581765948;0
VAESTLR12016_v1_11845|ID:85466062|;0;2,09570832114264;0
VAESTLR12016_v1_10452|ID:85464669|glmS|;0;2,12498287391505;0
VAESTLR12016_v1_20688|ID:85467848|;0;2,12956368685396;0
VAESTLR12016_v1_11642|ID:85465859|;0;2,14765514679282;0
VAESTLR12016_v1_12384|ID:85466601|;0;2,15543946652039;0
VAESTLR12016_v1_30037|ID:85468465|pyrE|;0;2,15708164138776;0
VAESTLR12016_v1_20237|ID:85467397|;0;1,39624599585643;0
VAESTLR12016_v1_20235|ID:85467395|;0;1,40521452178058;0
VAESTLR12016_v1_11128|ID:85465345|tnpA|;0;1,36525423387446;0
VAESTLR12016_v1_10233|ID:85464450|trmH|;0;1,38497644342891;0
VAESTLR12016_v1_12122|ID:85466339|;0;1,38505370661735;0
VAESTLR12016_v1_20907|ID:85468067|;0;1,47159597166742;0
VAESTLR12016_v1_12474|ID:85466691|yhcC|;0;1,43515909336326;0
VAESTLR12016_v1_11188|ID:85465405|dinG|;0;1,44055999140122;0
VAESTLR12016_v1_20081|ID:85467241|;0;1,45189610779512;0
VAESTLR12016_v1_12346|ID:85466563|nusB|;0;1,45357402368821;0
VAESTLR12016_v1_12766|ID:85466983|argH|;0;1,29923840125289;0
VAESTLR12016_v1_20475|ID:85467635|malT|;0;1,28590227753231;0
VAESTLR12016_v1_11467|ID:85465684|pyrD|;0;1,28978464912291;0
VAESTLR12016_v1_12489|ID:85466706|mutT|;0;1,32674041695772;0
VAESTLR12016_v1_11930|ID:85466147|;0;1,32117907356834;0
VAESTLR12016_v1_10162|ID:85464379|glpE|;0;1,31571362083966;0
VAESTLR12016_v1_20010|ID:85467170|;0;1,31721378056831;0
VAESTLR12016_v1_12344|ID:85466561|pgpA|;0;1,34135953850504;0
VAESTLR12016_v1_20211|ID:85467371|;0;1,34667876824535;0
VAESTLR12016_v1_20823|ID:85467983|;0;1,34947005139174;0
VAESTLR12016_v1_20080|ID:85467240|;0;1,35024575237181;0
VAESTLR12016_v1_40016|ID:85468556|cysJ|;0;1,68367169284822;0
VAESTLR12016_v1_11012|ID:85465229|;0;1,64151183641166;0
VAESTLR12016_v1_10749|ID:85464966|xseA|;0;1,65058023380716;0
VAESTLR12016_v1_10751|ID:85464968|guaA|;0;1,58969072831603;0
VAESTLR12016_v1_12824|ID:85467041|aspA|;0;1,52099951507605;0
VAESTLR12016_v1_12211|ID:85466428|fliS|;0;1,5322744618587;0
VAESTLR12016_v1_21170|ID:85468330|pncB|;0;1,54055646134402;0
VAESTLR12016_v1_10480|ID:85464697|;0;1,8299677354548;0
VAESTLR12016_v1_20082|ID:85467242|bigR|;0;1,83291740070143;0
VAESTLR12016_v1_10750|ID:85464967|guaB|;0;1,86353379835297;0
VAESTLR12016_v1_12217|ID:85466434|flaD|;0;1,885066382359;0
VAESTLR12016_v1_10520|ID:85464737|;0;1,77769507190668;0
VAESTLR12016_v1_12105|ID:85466322|mleN|;0;1,76626690564967;0
VAESTLR12016_v1_11574|ID:85465791|;0;1,76980709659908;0
VAESTLR12016_v1_11885|ID:85466102|;0;1,80589995097118;0
VAESTLR12016_v1_20353|ID:85467513|;0;1,79001796371016;0
VAESTLR12016_v1_12345|ID:85466562|thiL|;0;1,79216826555233;0
VAESTLR12016_v1_12779|ID:85466996|frdA|;-0,975618321355475;0,909425459809289;0
VAESTLR12016_v1_21171|ID:85468331|;-0,677959488104742;1,36748798214135;0
VAESTLR12016_v1_12543|ID:85466760|pyrG|;-0,537396401305376;0,566778038855977;0
VAESTLR12016_v1_12447|ID:85466664|;0;0,438703810932542;0
VAESTLR12016_v1_11878|ID:85466095|;0;0,517640488921917;0
VAESTLR12016_v1_12378|ID:85466595|rlmG|;0;0,505764027086404;0
VAESTLR12016_v1_12492|ID:85466709|lpxC|;0;0,494462724540519;0
VAESTLR12016_v1_21196|ID:85468356|;0;0,499714119627724;0
VAESTLR12016_v1_10922|ID:85465139|glnS|;0;0,470631171143608;0
VAESTLR12016_v1_12235|ID:85466452|bepA|;0;0,478924509336728;0
VAESTLR12016_v1_11062|ID:85465279|lon|;0;0,481327270810645;0
VAESTLR12016_v1_12566|ID:85466783|ubiH|;0;0,483965029921455;0
VAESTLR12016_v1_12397|ID:85466614|recC|;0;0,487874201390165;0
VAESTLR12016_v1_10375|ID:85464592|;0;0,538519224828653;0
VAESTLR12016_v1_11021|ID:85465238|sppA|;0;0,542719613009164;0
VAESTLR12016_v1_12239|ID:85466456|;0;0,547080131568864;0
VAESTLR12016_v1_11032|ID:85465249|;0;0,555250899385885;0
VAESTLR12016_v1_10182|ID:85464399|;0;0,55444543318803;0
VAESTLR12016_v1_10615|ID:85464832|ftsH|;0;0,55460218346823;0
VAESTLR12016_v1_10178|ID:85464395|;0;0,575626092812483;0
VAESTLR12016_v1_12273|ID:85466490|;0;0,559885621290709;0
VAESTLR12016_v1_11369|ID:85465586|ybjT|;0;0,562389445003389;0
VAESTLR12016_v1_10176|ID:85464393|;0;0,564662850642743;0
VAESTLR12016_v1_10847|ID:85465064|treR|;0;0,584512136015119;0
VAESTLR12016_v1_11988|ID:85466205|gntR|;0;0,586625943935478;0
VAESTLR12016_v1_12473|ID:85466690|arcB|;0;0,59152642372511;0
VAESTLR12016_v1_12910|ID:85467127|;0;0,593261714122686;0
VAESTLR12016_v1_30044|ID:85468472|;0;0,593631644766021;0
VAESTLR12016_v1_12233|ID:85466450|yfgO|;0;0,663299617889345;0
VAESTLR12016_v1_10169|ID:85464386|;0;0,668458267538516;0
VAESTLR12016_v1_20749|ID:85467909|;0;0,672041765697525;0
VAESTLR12016_v1_12097|ID:85466314|rluC|;0;0,672845845763958;0
VAESTLR12016_v1_12357|ID:85466574|adeP|;0;0,650424368458346;0
VAESTLR12016_v1_11928|ID:85466145|;0;0,650584169260125;0
VAESTLR12016_v1_10416|ID:85464633|djlA|;0;0,653528753779903;0
VAESTLR12016_v1_11031|ID:85465248|rnd|;0;0,654821904198119;0
VAESTLR12016_v1_12297|ID:85466514|dnaQ|;0;0,655594996109877;0
VAESTLR12016_v1_10706|ID:85464923|;0;0,689365412590818;0
VAESTLR12016_v1_10765|ID:85464982|;0;0,694588394956382;0
VAESTLR12016_v1_10134|ID:85464351|cyaA|;0;0,678533862491594;0
VAESTLR12016_v1_12911|ID:85467128|rfaD|;0;0,679549573716291;0
VAESTLR12016_v1_20635|ID:85467795|;0;0,683942852513829;0
VAESTLR12016_v1_10243|ID:85464460|ubiD|;0;0,684610986051311;0
VAESTLR12016_v1_10764|ID:85464981|;0;0,681276427974376;0
VAESTLR12016_v1_10181|ID:85464398|;0;0,681907301101648;0
VAESTLR12016_v1_10515|ID:85464732|mutS|;0;0,682443163671047;0
VAESTLR12016_v1_10538|ID:85464755|yfjD|;0;0,631529225780067;0
VAESTLR12016_v1_21233|ID:85468393|;0;0,633930122162075;0
VAESTLR12016_v1_30062|ID:85468490|uvrD|;0;0,644261529068839;0
VAESTLR12016_v1_11598|ID:85465815|;0;0,638235079852853;0
VAESTLR12016_v1_20783|ID:85467943|;0;0,640274993629884;0
VAESTLR12016_v1_20466|ID:85467626|galR|;0;0,640586685761651;0
VAESTLR12016_v1_12401|ID:85466618|dapD|;0;0,640719764126976;0
VAESTLR12016_v1_20460|ID:85467620|tmcA|;0;0,624408549848092;0
VAESTLR12016_v1_30033|ID:85468461|dfp|;0;0,626560641494928;0
VAESTLR12016_v1_11661|ID:85465878|ribA|;0;0,621378727109537;0
VAESTLR12016_v1_11195|ID:85465412|cysS|;0;0,618963611331287;0
VAESTLR12016_v1_10998|ID:85465215|;0;0,618668411539163;0
VAESTLR12016_v1_20068|ID:85467228|;0;0,618674522419498;0
VAESTLR12016_v1_11588|ID:85465805|;0;0,603316710504019;0
VAESTLR12016_v1_11965|ID:85466182|;0;0,605190500277991;0
VAESTLR12016_v1_10540|ID:85464757|ffh|;0;0,612726525075366;0
VAESTLR12016_v1_11099|ID:85465316|;0;0,614250220555454;0
VAESTLR12016_v1_12424|ID:85466641|;0;0,611178824035676;0
VAESTLR12016_v1_12306|ID:85466523|tilS|;0;0,609049898951171;0
VAESTLR12016_v1_10789|ID:85465006|nadK|;0;0,609127161499487;0
VAESTLR12016_v1_21266|ID:85468426|;0;0,610060495292326;0
VAESTLR12016_v1_20146|ID:85467306|;0;0,609863984705745;0
VAESTLR12016_v1_11107|ID:85465324|msbA|;0;0,609892116691619;0
VAESTLR12016_v1_11102|ID:85465319|lolC|;0;0,749382762779076;0
VAESTLR12016_v1_12636|ID:85466853|rluA|;0;0,755369041807134;0
VAESTLR12016_v1_20340|ID:85467500|;0;0,739620092569203;0
VAESTLR12016_v1_11923|ID:85466140|;0;0,743316586718532;0
VAESTLR12016_v1_21057|ID:85468217|;0;0,745611877029357;0
VAESTLR12016_v1_11556|ID:85465773|ribC|;0;0,745698414931456;0
VAESTLR12016_v1_10808|ID:85465025|purL|;0;0,711764386675344;0
VAESTLR12016_v1_11365|ID:85465582|radD|;0;0,712765052931641;0
VAESTLR12016_v1_11632|ID:85465849|sdaA|;0;0,709120790651377;0
VAESTLR12016_v1_10402|ID:85464619|ispB|;0;0,709434367387155;0
VAESTLR12016_v1_10876|ID:85465093|ybeX|;0;0,710237766266722;0
VAESTLR12016_v1_12062|ID:85466279|menF|;0;0,710999399290144;0
VAESTLR12016_v1_11806|ID:85466023|sbcB|;0;0,719975165260139;0
VAESTLR12016_v1_20455|ID:85467615|;0;0,722112370070713;0
VAESTLR12016_v1_12412|ID:85466629|ebgR|;0;0,723287006829896;0
VAESTLR12016_v1_30045|ID:85468473|;0;0,723431090075098;0
VAESTLR12016_v1_12145|ID:85466362|flhA|;0;0,731528165335883;0
VAESTLR12016_v1_30039|ID:85468467|yicC|;0;0,728585407895343;0
VAESTLR12016_v1_20275|ID:85467435|;0;0,726357739698241;0
VAESTLR12016_v1_11716|ID:85465933|;0;0,72698521435696;0
VAESTLR12016_v1_10831|ID:85465048|;0;0,768484613594484;0
VAESTLR12016_v1_11827|ID:85466044|;0;0,766785756469007;0
VAESTLR12016_v1_12857|ID:85467074|;0;0,767616961673458;0
VAESTLR12016_v1_10999|ID:85465216|fadI|;0;0,773791489690471;0
VAESTLR12016_v1_12061|ID:85466278|menD|;0;0,772499506720354;0
VAESTLR12016_v1_12261|ID:85466478|;0;0,773051827380974;0
VAESTLR12016_v1_11791|ID:85466008|rlmF|;0;0,787078167080088;0
VAESTLR12016_v1_11507|ID:85465724|fnr|;0;0,78420004836479;0
VAESTLR12016_v1_11244|ID:85465461|;0;0,781808438874368;0
VAESTLR12016_v1_10577|ID:85464794|mrcB|;0;0,782754116515887;0
VAESTLR12016_v1_12201|ID:85466418|;0;0,779539426949686;0
VAESTLR12016_v1_10564|ID:85464781|can|;0;0,779714983440932;0
VAESTLR12016_v1_12150|ID:85466367|argS|;0;0,775750367493032;0
VAESTLR12016_v1_11826|ID:85466043|polB|;0;0,777158530508559;0
VAESTLR12016_v1_10223|ID:85464440|nfuA|;0;0,77823239695078;0
VAESTLR12016_v1_10053|ID:85464270|;0;0,778268717078106;0
VAESTLR12016_v1_20067|ID:85467227|sbcC|;0;0,791967234625252;0
VAESTLR12016_v1_12148|ID:85466365|;0;0,792533004624277;0
VAESTLR12016_v1_10523|ID:85464740|recA|;0;0,79821071116572;0
VAESTLR12016_v1_12173|ID:85466390|seqA|;0;0,798214655738685;0
VAESTLR12016_v1_10232|ID:85464449|recG|;0;0,814622823310266;0
VAESTLR12016_v1_12116|ID:85466333|topB|;0;0,811411722853422;0
VAESTLR12016_v1_12621|ID:85466838|intA|;0;0,80900017315912;0
VAESTLR12016_v1_20548|ID:85467708|;0;0,810030582199973;0
VAESTLR12016_v1_20254|ID:85467414|;0;0,803842604415568;0
VAESTLR12016_v1_10563|ID:85464780|hpt|;0;0,807197864321455;0
VAESTLR12016_v1_12260|ID:85466477|;0;0,805605839974863;0
VAESTLR12016_v1_10008|ID:85464225|asnC|;0;0,80598534381567;0
VAESTLR12016_v1_20170|ID:85467330|glpC|;0;0,806192075383269;0
VAESTLR12016_v1_21231|ID:85468391|;0;0,818858372953319;0
VAESTLR12016_v1_30038|ID:85468466|rph|;0;0,819604227792711;0
VAESTLR12016_v1_12399|ID:85466616|;0;0,82232271320592;0
VAESTLR12016_v1_20431|ID:85467591|;0;0,821181261705444;0
VAESTLR12016_v1_20709|ID:85467869|ybbA|;0;0,821732100485882;0
VAESTLR12016_v1_20663|ID:85467823|;0;0,823817800017272;0
VAESTLR12016_v1_10641|ID:85464858|prfB|;0;0,825215058411648;0
VAESTLR12016_v1_20238|ID:85467398|;0;0,826133132266819;0
VAESTLR12016_v1_10973|ID:85465190|uvrB|;0;0,827573826544173;0
VAESTLR12016_v1_11968|ID:85466185|;0;0,827923729127167;0
VAESTLR12016_v1_30110|ID:85468538|rmuC|;0;0,829521083965386;0
VAESTLR12016_v1_12162|ID:85466379|sucA|;0;0,830093572975014;0
VAESTLR12016_v1_20662|ID:85467822|;0;0,830206390050664;0
VAESTLR12016_v1_11001|ID:85465218|ydjA|;0;1,23432154907132;0
VAESTLR12016_v1_12814|ID:85467031|glpX|;0;1,23732750142101;0
VAESTLR12016_v1_10007|ID:85464224|rsmJ|;0;1,19640888961171;0
VAESTLR12016_v1_12825|ID:85467042|dcuA|;0;1,21109071629622;0
VAESTLR12016_v1_11824|ID:85466041|uvrC|;0;1,214901739262;0
VAESTLR12016_v1_20358|ID:85467518|;0;1,21570710078064;0
VAESTLR12016_v1_30057|ID:85468485|murR|;0;1,15867096485881;0
VAESTLR12016_v1_12291|ID:85466508|purM|;0;1,16579067083456;0
VAESTLR12016_v1_20689|ID:85467849|speA|;0;1,18153749981971;0
VAESTLR12016_v1_12488|ID:85466705|dapB|;0;1,17150836698006;0
VAESTLR12016_v1_12144|ID:85466361|;0;1,17595761929261;0
VAESTLR12016_v1_10226|ID:85464443|;0;1,13123962230458;0
VAESTLR12016_v1_10626|ID:85464843|nlpI|;0;1,13358933859264;0
VAESTLR12016_v1_12518|ID:85466735|zapE|;0;1,12586966688044;0
VAESTLR12016_v1_12048|ID:85466265|decR|;0;1,12797893302825;0
VAESTLR12016_v1_12347|ID:85466564|ribE|;0;1,12836243226854;0
